"","station_id","station_name","lat","long","start_n","end_n","e_start_n","e_end_n","c_start_n","c_end_n","total","classic","electric"
"1","","",41.9,-87.63,53744,58194,53744,57431,0,0,111938,0,111175
"2","13001","Michigan Ave & Washington St",41.8839840647265,-87.6246839761734,2875,2844,604,587,1730,1691,5719,3421,1191
"3","13006","LaSalle St & Washington St",41.8826725,-87.6323833333333,963,963,319,309,575,605,1926,1180,628
"4","13008","Millennium Park",41.8810317,-87.62408432,4921,4992,824,820,2812,2841,9913,5653,1644
"5","13011","Canal St & Adams St",41.879255,-87.639904,1467,1305,482,416,881,799,2772,1680,898
"6","13016","St. Clair St & Erie St",41.894345,-87.622798,2469,2544,701,697,1547,1549,5013,3096,1398
"7","13017","Franklin St & Chicago Ave",41.8967469730938,-87.6356676220894,1477,1358,409,382,983,919,2835,1902,791
"8","13021","Clinton St & Lake St",41.885637,-87.641823,1567,1555,496,492,1005,989,3122,1994,988
"9","13022","Streeter Dr & Grand Ave",41.892278,-87.612043,10217,10711,1701,1710,5946,5960,20928,11906,3411
"10","13028","900 W Harrison St",41.874754,-87.649807,586,602,121,123,429,454,1188,883,244
"11","13029","Field Museum",41.865312,-87.617867,1066,759,300,175,507,407,1825,914,475
"12","13033","Milwaukee Ave & Grand Ave",41.891578,-87.648384,1857,1858,637,630,1124,1132,3715,2256,1267
"13","13034","Michigan Ave & Pearson St",41.8967286666667,-87.6234211666667,1556,1547,311,308,990,993,3103,1983,619
"14","13036","Michigan Ave & Madison St",41.882134,-87.625125,1330,1318,287,271,814,825,2648,1639,558
"15","13037","Clinton St & Tilden St",41.875885,-87.640795,293,240,35,28,244,191,533,435,63
"16","13042","Michigan Ave & Oak St",41.90096039,-87.62377664,4808,4868,1049,1036,2927,2963,9676,5890,2085
"17","13045","Dearborn St & Erie St",41.893992,-87.629318,3242,3268,999,984,2005,2012,6510,4017,1983
"18","13050","State St & Kinzie St",41.889187,-87.627754,2205,2236,601,600,1336,1368,4441,2704,1201
"19","13053","Green St & Randolph St",41.883668,-87.64867,1787,1861,547,546,1136,1221,3648,2357,1093
"20","13056","Canal St & Monroe St",41.88169,-87.63953,567,562,167,152,364,352,1129,716,319
"21","13058","Dayton St & North Ave",41.9105780349,-87.6494219288,1191,1196,348,347,786,783,2387,1569,695
"22","13059","Bissell St & Armitage Ave",41.91844,-87.65222,2103,2123,490,489,1525,1538,4226,3063,979
"23","13061","Ashland Ave & Division St",41.90345,-87.667747,2359,2346,753,749,1451,1460,4705,2911,1502
"24","13063","Sheridan Rd & Irving Park Rd",41.9541768333333,-87.6544335,1409,1371,337,334,1044,987,2780,2031,671
"25","13068","Western Ave & Winnebago Ave",41.91552,-87.687022,989,993,319,319,592,609,1982,1201,638
"26","13071","Southport Ave & Roscoe St",41.9436743333333,-87.6639111666667,2013,2038,506,506,1384,1406,4051,2790,1012
"27","13073","Ashland Ave & Lake St",41.88592,-87.66717,383,406,136,129,218,258,789,476,265
"28","13074","Broadway & Wilson - Truman College Vaccination Site",41.9652216666667,-87.6584325,839,842,249,248,543,550,1681,1093,497
"29","13075","Wentworth Ave & Cermak Rd",41.8531418333333,-87.6318563333333,1023,1059,256,252,589,667,2082,1256,508
"30","13080","Hermitage Ave & Polk St",41.871514,-87.669886,18,15,3,3,0,0,33,0,6
"31","13081","Ogden Ave & Congress Pkwy",41.87501,-87.67328,207,148,94,54,105,85,355,190,148
"32","13083","Indiana Ave & 40th St",41.82168,-87.6216,48,35,13,12,31,22,83,53,25
"33","13084","California Ave & Milwaukee Ave",41.922695,-87.697153,1096,1101,466,465,534,570,2197,1104,931
"34","13085","Kedzie Ave & Milwaukee Ave",41.929567,-87.707857,1137,1184,513,512,530,576,2321,1106,1025
"35","13089","Damen Ave & Cullerton St",41.8549665187539,-87.6756995916366,245,278,92,93,145,167,523,312,185
"36","13091","Western Ave & 21st St",41.854109,-87.685838,276,277,150,148,119,113,553,232,298
"37","13096","California Ave & 21st St",41.8537813333333,-87.6958008333333,120,131,56,52,54,67,251,121,108
"38","13099","Halsted St & 18th St",41.857499,-87.646277,314,327,96,97,204,214,641,418,193
"39","13102","Calumet Ave & 18th St",41.857611,-87.619407,1065,1059,256,257,716,720,2124,1436,513
"40","13108","Broadway & Argyle St",41.973815,-87.65966,866,876,201,198,625,635,1742,1260,399
"41","13109","Broadway & Berwyn Ave",41.9783131666667,-87.6597736666667,757,764,161,161,551,559,1521,1110,322
"42","13124","Cannon Dr & Fullerton Ave",41.9267559875,-87.6344287848,1044,1043,148,139,575,623,2087,1198,287
"43","13128","Clark St & North Ave",41.911974,-87.631942,1447,1457,321,315,962,1000,2904,1962,636
"44","13132","Damen Ave & Chicago Ave",41.8956793333333,-87.6770711666667,1131,1163,381,373,697,753,2294,1450,754
"45","13133","Damen Ave & Cortland St",41.915983,-87.677335,1229,1278,344,350,823,839,2507,1662,694
"46","13134","Damen Ave & Madison St",41.88137,-87.67493,386,371,101,90,249,253,757,502,191
"47","13135","Blue Island Ave & 18th St",41.857556,-87.661535,518,530,137,136,318,351,1048,669,273
"48","13136","Damen Ave & Division St",41.903266,-87.678435,1094,1096,353,356,689,695,2190,1384,709
"49","13137","Broadway & Barry Ave",41.9377,-87.6441141666667,2875,2885,626,630,2108,2078,5760,4186,1256
"50","13138","Canal St & Jackson Blvd",41.877245,-87.639366,536,470,205,181,311,266,1006,577,386
"51","13139","Throop St & Taylor St",41.868968,-87.659141,631,615,164,161,449,430,1246,879,325
"52","13143","Damen Ave & Melrose Ave",41.9406,-87.6785,372,381,103,103,229,248,753,477,206
"53","13144","Seeley Ave & Roscoe St",41.943403,-87.679618,567,577,163,167,368,370,1144,738,330
"54","13146","Clark St & Armitage Ave",41.9183205,-87.6363293333333,3410,3336,811,800,2265,2264,6746,4529,1611
"55","13150","Michigan Ave & 18th St",41.857813,-87.62455,951,890,233,224,641,603,1841,1244,457
"56","13154","Sheffield Ave & Kingsbury St",41.910522,-87.653106,1412,1416,360,358,986,1009,2828,1995,718
"57","13155","Racine Ave & Randolph St",41.884069,-87.656853,442,505,114,112,320,368,947,688,226
"58","13156","Aberdeen St & Monroe St",41.880419,-87.655519,1036,1051,250,252,669,716,2087,1385,502
"59","13157","Aberdeen St & Jackson Blvd",41.8777263333333,-87.654892,1085,1087,314,305,728,730,2172,1458,619
"60","13158","Peoria St & Jackson Blvd",41.8776415962753,-87.6496177911758,1393,1408,326,327,1015,1010,2801,2025,653
"61","13160","May St & Taylor St",41.8694821,-87.6554864,798,785,180,174,559,561,1583,1120,354
"62","13162","Halsted St & 21st St",41.8537798107274,-87.6466029882431,148,162,41,39,99,116,310,215,80
"63","13163","Morgan St & 18th St",41.858086,-87.651073,468,468,137,139,285,296,936,581,276
"64","13164","Racine Ave & 18th St",41.858166,-87.656495,675,672,195,191,439,432,1347,871,386
"65","13165","Racine Ave & 13th St",41.865054,-87.656959,116,132,28,33,71,80,248,151,61
"66","13179","Clark St & Lincoln Ave",41.915689,-87.6346,3405,3433,828,829,2334,2275,6838,4609,1657
"67","13191","Sedgwick St & Webster Ave",41.922167,-87.638888,1619,1620,419,420,1120,1142,3239,2262,839
"68","13192","Halsted St & Dickens Ave",41.919936,-87.64883,1745,1775,448,447,1214,1231,3520,2445,895
"69","13193","Larrabee St & Webster Ave",41.921822,-87.64414,2911,2958,736,735,1998,2040,5869,4038,1471
"70","13194","Ogden Ave & Race Ave",41.891795,-87.658751,977,970,302,296,646,638,1947,1284,598
"71","13196","Carpenter St & Huron St",41.894556,-87.653449,898,831,363,336,503,453,1729,956,699
"72","13197","Elizabeth (May) St & Fulton St",41.8865511666667,-87.6583848333333,464,492,168,170,272,298,956,570,338
"73","13206","Loomis St & Jackson Blvd",41.877945,-87.662007,703,695,145,149,507,501,1398,1008,294
"74","13213","State St & 29th St",41.841707,-87.626938,97,95,12,13,64,55,192,119,25
"75","13215","Rhodes Ave & 32nd St",41.836208,-87.613533,502,483,112,100,333,335,985,668,212
"76","13216","State St & 33rd St",41.834734,-87.625813,678,675,124,120,517,528,1353,1045,244
"77","13217","Calumet Ave & 33rd St",41.8349,-87.61793,492,487,83,77,384,382,979,766,160
"78","13221","Wood St & Milwaukee Ave",41.907655,-87.672552,1450,1488,438,436,933,970,2938,1903,874
"79","13224","Ashland Ave & Blackhawk St",41.907066,-87.667252,1121,1126,330,323,735,749,2247,1484,653
"80","13229","Southport Ave & Belmont Ave",41.939478,-87.663748,955,963,244,242,653,668,1918,1321,486
"81","13235","Southport Ave & Waveland Ave",41.94815,-87.66394,1797,1814,467,465,1260,1264,3611,2524,932
"82","13241","Western Ave & Division St",41.902893,-87.687275,591,523,237,219,332,277,1114,609,456
"83","13242","Milwaukee Ave & Rockwell St",41.9201955620057,-87.6926591992378,535,515,171,157,331,326,1050,657,328
"84","13243","Milwaukee Ave & Wabansia Ave",41.912616,-87.681391,1486,1486,443,434,960,981,2972,1941,877
"85","13245","Claremont Ave & Hirsch St",41.907781,-87.685854,263,249,69,58,188,180,512,368,127
"86","13247","Ashland Ave & Chicago Ave",41.895966,-87.667747,986,986,319,319,624,634,1972,1258,638
"87","13248","Ashland Ave & Augusta Blvd",41.8996083333333,-87.6684578333333,733,725,220,213,484,488,1458,972,433
"88","13249","Ashland Ave & Belle Plaine Ave",41.956057,-87.668835,314,320,91,92,208,213,634,421,183
"89","13253","Lincoln Ave & Waveland Ave",41.948797,-87.675278,523,527,169,166,328,348,1050,676,335
"90","13256","California Ave & Division St",41.903029,-87.697474,456,457,158,145,245,260,913,505,303
"91","13257","Campbell Ave & North Ave",41.9105693333333,-87.6895636666667,634,624,286,282,310,315,1258,625,568
"92","13258","California Ave & North Ave",41.9102876666667,-87.6972393333333,420,412,164,162,231,209,832,440,326
"93","13259","California Ave & Francis Pl (Temp)",41.918558,-87.6974906666667,501,501,239,236,241,241,1002,482,475
"94","13263","Columbus Dr & Randolph St",41.884728,-87.619521,3004,2329,784,569,1796,1395,5333,3191,1353
"95","13265","Kingsbury St & Erie St",41.8938080562436,-87.6416972279549,1810,1753,566,546,1207,1149,3563,2356,1112
"96","13266","Stave St & Armitage Ave",41.917741,-87.691392,524,530,251,245,246,262,1054,508,496
"97","13268","Damen Ave & Wellington Ave",41.93588,-87.67842,565,576,196,197,347,353,1141,700,393
"98","13269","Ashland Ave & Wellington Ave",41.936062,-87.6698585,576,590,149,153,393,404,1166,797,302
"99","13271","Damen Ave & Clybourn Ave",41.931931,-87.677856,526,554,186,188,318,339,1080,657,374
"100","13276","Stockton Dr & Wrightwood Ave",41.93132,-87.638742,1989,1988,449,444,1393,1381,3977,2774,893
"101","13277","Broadway & Belmont Ave",41.940106,-87.645451,1683,1715,339,338,1268,1275,3398,2543,677
"102","13278","Broadway & Cornelia Ave",41.945529,-87.646439,2142,2114,536,533,1501,1500,4256,3001,1069
"103","13285","Wood St & Taylor St (Temp)",41.8692652184382,-87.6737308502197,588,575,138,164,443,404,1163,847,302
"104","13288","Damen Ave & Charleston St",41.920082,-87.677855,636,644,142,142,434,450,1280,884,284
"105","13289","Eckhart Park",41.89637337,-87.66098386,977,968,303,295,631,641,1945,1272,598
"106","13290","Noble St & Milwaukee Ave",41.90068,-87.6626,892,863,286,264,569,543,1755,1112,550
"107","13292","Kedzie Ave & Palmer Ct",41.921525,-87.707322,439,421,183,174,236,215,860,451,357
"108","13294","Greenview Ave & Diversey Pkwy",41.9325896342979,-87.6659363508224,694,694,180,176,491,487,1388,978,356
"109","13296","Ashland Ave & Wrightwood Ave",41.92883,-87.668507,650,658,139,134,468,465,1308,933,273
"110","13300","Lake Shore Dr & Monroe St",41.880958,-87.616743,6109,5882,1009,925,3488,3382,11991,6870,1934
"111","13303","Clark St & Chicago Ave",41.89675,-87.63089,1441,1425,419,409,969,941,2866,1910,828
"112","13304","Racine Ave & 15th St",41.8612666666667,-87.6563765,239,245,59,55,167,171,484,338,114
"113","13307","Laflin St & Cullerton St",41.8549145757657,-87.6635599136353,237,256,72,68,142,167,493,309,140
"114","13319","Ashland Ave & Grace St",41.950687,-87.6687,764,749,201,194,527,516,1513,1043,395
"115","13323","Broadway & Sheridan Rd",41.9528296666667,-87.649977,1392,1391,361,361,950,946,2783,1896,722
"116","13325","Broadway & Waveland Ave",41.949074,-87.648636,1952,1949,442,439,1403,1420,3901,2823,881
"117","13326","Canal St & Harrison St",41.874255,-87.639573,249,244,57,55,168,159,493,327,112
"118","13331","May St & Cullerton St",41.855136,-87.654127,200,232,56,57,124,151,432,275,113
"119","13332","Loomis St & Lexington St",41.872192,-87.6614705,1353,1323,257,253,1073,1041,2676,2114,510
"120","13338","Mies van der Rohe Way & Chicago Ave",41.89691,-87.621743,1679,1674,390,387,1140,1119,3353,2259,777
"121","13341","Canal St & Madison St",41.882091,-87.639833,1073,1052,300,288,671,647,2125,1318,588
"122","13345","Calumet Ave & 35th St",41.831379,-87.618034,188,175,15,16,143,134,363,277,31
"123","13353","Ada St & Washington Blvd",41.88283,-87.661206,856,854,190,187,639,634,1710,1273,377
"124","13354","Ashland Ave & 13th St",41.865234,-87.666507,296,305,77,76,212,220,601,432,153
"125","13379","Clarendon Ave & Gordon Ter",41.9578665241517,-87.6495051383972,1326,1336,370,369,903,906,2662,1809,739
"126","13389","Clarendon Ave & Junior Ter",41.961004,-87.649603,1157,1131,303,294,786,775,2288,1561,597
"127","13398","Blackstone Ave & Hyde Park Blvd",41.802562,-87.590368,550,524,142,135,348,324,1074,672,277
"128","13409","Sangamon St & Washington Blvd",41.883165,-87.6511,884,905,260,257,583,607,1789,1190,517
"129","13420","MLK Jr Dr & Pershing Rd",41.8246,-87.61678,160,144,47,48,103,94,304,197,95
"130","13427","Cityfront Plaza Dr & Pioneer Ct",41.890573,-87.622072,1386,1329,359,353,866,817,2715,1683,712
"131","13430","LaSalle St & Illinois St",41.890762,-87.631697,2345,2301,662,664,1411,1392,4646,2803,1326
"132","13431","Adler Planetarium",41.8661378333333,-87.6072813333333,2025,1911,320,275,1319,1254,3936,2573,595
"133","13432","Wood St & Hubbard St",41.8898728333333,-87.671524,401,414,139,141,247,264,815,511,280
"134","13434","Ashland Ave & Grand Ave",41.8911043333333,-87.6666436666667,649,645,162,161,449,451,1294,900,323
"135","15442","Ashland Ave & Archer Ave",41.8389801666667,-87.6654723333333,109,107,29,29,77,73,216,150,58
"136","15443","Shields Ave & 28th Pl",41.842733,-87.635491,143,142,45,43,91,92,285,183,88
"137","15445","Wentworth Ave & 33rd St",41.8345346666667,-87.6318185,267,266,55,55,189,192,533,381,110
"138","15446","Racine Ave & 35th St",41.83069611252,-87.6559759116,106,115,37,36,62,68,221,130,73
"139","15449","State St & Pershing Rd",41.823019,-87.6265913333333,31,33,14,13,14,16,64,30,27
"140","15470","Calumet Ave & 51st St",41.802289,-87.6180835,109,104,34,35,56,59,213,115,69
"141","15491","63rd St Beach",41.78101637196,-87.5761197602,302,289,49,42,145,145,591,290,91
"142","15529","Mies van der Rohe Way & Chestnut St",41.8985866514,-87.6219152258,2065,2057,495,498,1334,1329,4122,2663,993
"143","15530","Rush St & Superior St",41.895765,-87.625908,2246,2260,613,611,1393,1385,4506,2778,1224
"144","15534","Field Blvd & South Water St",41.8872368333333,-87.6176046666667,1329,1322,445,437,718,760,2651,1478,882
"145","15535","Desplaines St & Randolph St",41.884616,-87.644571,1353,1359,386,384,870,897,2712,1767,770
"146","15539","Desplaines St & Jackson Blvd",41.878287,-87.643909,1052,1043,309,297,701,695,2095,1396,606
"147","15541","Buckingham Fountain",41.876474,-87.6203885,2290,1939,393,294,1199,1024,4229,2223,687
"148","15542","Clinton St & Polk St",41.8715188333333,-87.640969,141,151,26,26,107,119,292,226,52
"149","15544","Shedd Aquarium",41.867226,-87.615355,3225,2988,612,541,1842,1804,6213,3646,1153
"150","15545","Burnham Harbor",41.856268,-87.613348,1658,1645,222,211,1270,1280,3303,2550,433
"151","15546","Calumet Ave & 21st St",41.85418424947,-87.6191537415,341,326,92,91,217,194,667,411,183
"152","15550","Canal St & Taylor St",41.870257,-87.639474,587,580,120,119,411,421,1167,832,239
"153","15571","Broadway & Granville Ave",41.9947796884,-87.6602845349,755,742,196,186,497,497,1497,994,382
"154","15575","Broadway & Thorndale Ave",41.98974251144,-87.6601406209,743,765,219,215,457,487,1508,944,434
"155","15578","Broadway & Ridge Ave",41.9840446107,-87.6602738295,589,561,182,165,378,367,1150,745,347
"156","15585","Budlong Woods Library",41.98366470886,-87.6964225611,88,99,19,22,61,69,187,130,41
"157","15597","Halsted St & 69th St",41.769062,-87.644614,12,14,4,4,6,7,26,13,8
"158","15599","Calumet Ave & 71st St",41.76550800581,-87.616917925,7,7,0,0,6,4,14,10,0
"159","15615","Christiana Ave & Lawrence Ave",41.9683645,-87.7117518333333,137,142,60,62,77,74,279,151,122
"160","15621","Albany Ave & Montrose Ave",41.961041,-87.705866,222,229,115,117,92,96,451,188,232
"161","15622","California Ave & Montrose Ave",41.961068,-87.695439,353,343,121,119,199,194,696,393,240
"162","15623","Campbell Ave & Montrose Ave",41.96152593287,-87.6911650414,309,317,128,127,181,183,626,364,255
"163","15624","Avondale Ave & Irving Park Rd",41.9534136666667,-87.7317735,128,114,73,69,55,36,242,91,142
"164","15628","California Ave & Byron St",41.95216219326,-87.698051113,216,244,96,94,109,136,460,245,190
"165","15631","Troy St & Elston Ave",41.94524356848,-87.7066499009,242,264,84,83,143,161,506,304,167
"166","15632","Talman Ave & Addison St",41.9466663333333,-87.6947091666667,281,299,106,105,160,179,580,339,211
"167","15634","Western Ave & Roscoe St",41.943034,-87.687288,263,283,80,82,171,191,546,362,162
"168","15640","Avers Ave & Belmont Ave",41.939408,-87.723574,169,157,71,69,83,76,326,159,140
"169","15642","California Ave & Fletcher St",41.9384116666667,-87.6981358333333,275,313,111,109,131,162,588,293,220
"170","15643","Kosciuszko Park",41.9304891666667,-87.7237891666667,194,202,77,79,93,96,396,189,156
"171","15644","Central Park Ave & Elbridge Ave",41.935337,-87.716889,171,169,67,66,87,96,340,183,133
"172","15645","Richmond St & Diversey Ave",41.9319411666667,-87.7012183333333,198,213,62,66,114,129,411,243,128
"173","15646","California Ave & Altgeld St",41.92669,-87.697668,413,437,180,176,208,233,850,441,356
"174","15648","Campbell Ave & Fullerton Ave",41.9247091666667,-87.6893005,378,375,141,138,215,212,753,427,279
"175","15650","Spaulding Ave & Armitage Ave",41.9171080347893,-87.7102209627628,384,386,116,115,241,245,770,486,231
"176","15651","Humboldt Blvd & Armitage Ave",41.91751339399,-87.7018089555,620,630,226,229,353,360,1250,713,455
"177","15652","Central Park Ave & North Ave",41.90965687563,-87.7166319516,139,149,69,72,53,60,288,113,141
"178","15653","Troy St & North Ave",41.90976930169,-87.7052804871,333,318,138,132,174,162,651,336,270
"179","15654","Spaulding Ave & Division St",41.9027288333333,-87.7091796666667,197,207,72,74,105,105,404,210,146
"180","15655","Albany Ave & Bloomingdale Ave",41.914027,-87.705126,540,513,245,225,230,232,1053,462,470
"181","15664","Artesian Ave & Hubbard St",41.8895003333333,-87.688115,200,204,120,111,68,79,404,147,231
"182","15666","California Ave & Lake St",41.88445395657,-87.6962981368,105,93,60,59,37,26,198,63,119
"183","15667","Western Ave & Monroe St",41.8797877089,-87.686112808,219,217,94,91,111,113,436,224,185
"184","15668","Western Ave & Congress Pkwy",41.8746115,-87.6862683333333,216,202,78,72,118,105,418,223,150
"185","15682","Kedzie Ave & Roosevelt Rd",41.86657,-87.7065225,29,35,16,19,12,13,64,25,35
"186","15685","Central Park Ave & Ogden Ave",41.854064,-87.715117,82,63,40,31,39,31,145,70,71
"187","15686","Kedzie Ave & 21st St",41.85353363213,-87.7050730318,19,20,4,4,15,14,39,29,8
"188","15687","Central Park Ave & 24th St",41.8481,-87.715068,27,32,9,8,12,20,59,32,17
"189","15689","California Ave & 23rd Pl",41.84910969176,-87.6951398068,89,78,26,30,59,47,167,106,56
"190","15691","Albany Ave & 26th St",41.84447501366,-87.7020130128,40,25,16,10,20,13,65,33,26
"191","15692","California Ave & 26th St",41.84404,-87.695296,20,20,10,10,8,9,40,17,20
"192","16010","Keystone Ave & Fullerton Ave",41.9245123333333,-87.7278813333333,84,103,49,47,30,50,187,80,96
"193","16806","Bosworth Ave & Howard St",42.019537,-87.669563,110,106,38,36,63,64,216,127,74
"194","16903","Cicero Ave & Lake St",41.886841,-87.745261,26,22,5,4,18,14,48,32,9
"195","16905","Central Ave & Lake St",41.887664,-87.765469,33,23,14,13,17,7,56,24,27
"196","16906","Austin Blvd & Lake St",41.887919,-87.774446,40,45,28,29,11,14,85,25,57
"197","16907","Central Park Blvd & 5th Ave",41.875679,-87.71547,34,35,20,16,14,15,69,29,36
"198","16912","Cicero Ave & Flournoy St",41.872131,-87.746619,9,4,2,2,7,2,13,9,4
"199","16913","Cicero Ave & Quincy St",41.877613,-87.745405,17,21,3,4,9,15,38,24,7
"200","16915","Central Ave & Harrison St",41.872993,-87.764499,14,16,4,5,7,10,30,17,9
"201","16916","Central Ave & Madison St",41.880121,-87.763238,24,24,3,4,21,20,48,41,7
"202","16918","Austin Blvd & Madison St",41.880281,-87.774453,43,39,9,9,22,14,82,36,18
"203","16920","Central Ave & Chicago Ave",41.8949318333333,-87.7649378333333,62,61,29,24,27,35,123,62,53
"204","16921","Austin Blvd & Chicago Ave",41.894887,-87.774704,53,56,6,6,43,47,109,90,12
"205","16932","Ashland Ave & Pershing Rd",41.8234551666667,-87.6656018333333,26,26,4,5,21,21,52,42,9
"206","16933","Morgan St & Pershing Rd",41.823613,-87.650931,16,27,4,5,9,20,43,29,9
"207","16937","Ashland Ave & McDowell Ave",41.80887,-87.66454,25,24,7,9,16,13,49,29,16
"208","16940","Ashland Ave & 50th St",41.803023,-87.664699,23,22,7,8,13,9,45,22,15
"209","16943","Ashland Ave & Garfield Blvd",41.792822,-87.664429,8,12,0,0,8,10,20,18,0
"210","16948","Ashland Ave & 63rd St",41.779374,-87.664843,12,12,8,2,3,8,24,11,10
"211","16950","Ashland Ave & 66th St",41.7741756666667,-87.6637441666667,18,17,14,13,4,4,35,8,27
"212","16953","Vincennes Ave & 75th St",41.7579915,-87.631159,6,4,3,1,1,3,10,4,4
"213","16970","Bennett Ave & 79th St",41.751785,-87.578496,11,10,4,4,2,2,21,4,8
"214","16991","Milwaukee Ave & Cuyler Ave",41.9545346666667,-87.7495841666667,63,71,28,29,31,35,134,66,57
"215","16994","Kilbourn Ave & Milwaukee Ave",41.9488181666667,-87.740008,62,61,26,23,31,29,123,60,49
"216","17660","California Ave & Cortez St",41.9002965,-87.696728,515,533,233,233,261,272,1048,533,466
"217","18003","Fairbanks St & Superior St",41.895748,-87.620104,898,940,192,191,614,648,1838,1262,383
"218","18016","Bernard St & Elston Ave",41.94993,-87.713942,187,184,111,111,63,61,371,124,222
"219","18017","Central Park Ave & Bloomingdale Ave",41.914166,-87.716755,395,397,80,78,238,247,792,485,158
"220","18022","Archer (Damen) Ave & 37th St",41.8267741666667,-87.6830981666667,70,70,21,20,27,30,140,57,41
"221","18025","Carpenter St & 63rd St",41.77987,-87.650919,3,2,0,0,3,1,5,4,0
"222","18058","Leavitt St & Chicago Ave",41.895501,-87.682017,457,463,118,120,338,330,920,668,238
"223","18062","Aberdeen St & Randolph St",41.884114,-87.654264,863,890,239,241,566,593,1753,1159,480
"224","18067","Walsh Park",41.91461,-87.667968,640,648,115,113,478,482,1288,960,228
"225","18069","Cherry Ave & Blackhawk St",41.907221,-87.655618,118,130,31,33,72,83,248,155,64
"226","20.0","Damen Ave & Wabansia Ave",41.91,-87.68,99,88,99,88,0,0,187,0,187
"227","20101","Summit Ave & 86th St",41.7378484767334,-87.6448997855186,17,13,8,6,9,6,30,15,14
"228","201022","Loomis St & 89th St",41.7323797532955,-87.6580694317818,21,12,14,6,7,6,33,13,20
"229","20103","Prospect Sq & 91st St",41.728234,-87.667524,43,42,12,8,8,9,85,17,20
"230","20104","State St & 95th St",41.7216556666667,-87.6228171666667,47,33,19,17,24,15,80,39,36
"231","20105","Halsted St & 96th St",41.7197121836188,-87.6430195569992,34,23,20,14,14,9,57,23,34
